Sample,Date,Actual,Predicted
391,2021-08-13,1.2512,1.2520486
392,2021-08-10,1.2531,1.2531049
392,2021-08-11,1.2513,1.2537762
392,2021-08-12,1.2518,1.2541443
392,2021-08-13,1.2512,1.2549313
392,2021-08-16,1.257,1.2549475
393,2021-08-11,1.2513,1.2503533
393,2021-08-12,1.2518,1.2512503
393,2021-08-13,1.2512,1.2521303
393,2021-08-16,1.257,1.2526423
393,2021-08-17,1.2622,1.2530158
394,2021-08-12,1.2518,1.247164
394,2021-08-13,1.2512,1.2481861
394,2021-08-16,1.257,1.2493656
394,2021-08-17,1.2622,1.2497816
394,2021-08-18,1.2638,1.250281
395,2021-08-13,1.2512,1.2465857
395,2021-08-16,1.257,1.2475996
395,2021-08-17,1.2622,1.2485474
395,2021-08-18,1.2638,1.2491356
395,2021-08-19,1.279,1.2494652
396,2021-08-16,1.257,1.2465603
396,2021-08-17,1.2622,1.2475753
396,2021-08-18,1.2638,1.2483057
396,2021-08-19,1.279,1.2490132
396,2021-08-20,1.2853,1.2492299
397,2021-08-17,1.2622,1.2505535
397,2021-08-18,1.2638,1.2513541
397,2021-08-19,1.279,1.2516438
397,2021-08-20,1.2853,1.2525517
397,2021-08-23,1.2666,1.2524953
398,2021-08-18,1.2638,1.2560577
398,2021-08-19,1.279,1.2567334
398,2021-08-20,1.2853,1.2567054
398,2021-08-23,1.2666,1.2576811
398,2021-08-24,1.2615,1.2575587
399,2021-08-19,1.279,1.2588916
399,2021-08-20,1.2853,1.2596534
399,2021-08-23,1.2666,1.2597796
399,2021-08-24,1.2615,1.2605569
399,2021-08-25,1.2624,1.2606956
400,2021-08-20,1.2853,1.2700454
400,2021-08-23,1.2666,1.2705507
400,2021-08-24,1.2615,1.2700102
400,2021-08-25,1.2624,1.2710375
400,2021-08-26,1.2654,1.2709626
401,2021-08-23,1.2666,1.2784129
401,2021-08-24,1.2615,1.2789785
401,2021-08-25,1.2624,1.2785169
401,2021-08-26,1.2654,1.2793654
401,2021-08-27,1.2613,1.279575
402,2021-08-24,1.2615,1.2669665
402,2021-08-25,1.2624,1.2683312
402,2021-08-26,1.2654,1.2699978
402,2021-08-27,1.2613,1.2697535
402,2021-08-30,1.2606,1.2712661
403,2021-08-25,1.2624,1.2568969
403,2021-08-26,1.2654,1.2584995
403,2021-08-27,1.2613,1.2609231
403,2021-08-30,1.2606,1.2605648
403,2021-08-31,1.2629,1.2622008
404,2021-08-26,1.2654,1.2555126
404,2021-08-27,1.2613,1.256844
404,2021-08-30,1.2606,1.2585279
404,2021-08-31,1.2629,1.2588958
404,2021-09-01,1.2615,1.2595594
405,2021-08-27,1.2613,1.2584971
405,2021-08-30,1.2606,1.2596287
405,2021-08-31,1.2629,1.2602469
405,2021-09-01,1.2615,1.2611623
405,2021-09-02,1.2559,1.2611821
406,2021-08-30,1.2606,1.2565694
406,2021-08-31,1.2629,1.257773
406,2021-09-01,1.2615,1.2584468
406,2021-09-02,1.2559,1.2591883
406,2021-09-03,1.2524,1.2593828
407,2021-08-31,1.2629,1.2546855
407,2021-09-01,1.2615,1.255791
407,2021-09-02,1.2559,1.2565688
407,2021-09-03,1.2524,1.2571771
407,2021-09-07,1.2622,1.2574067
408,2021-09-01,1.2615,1.2569157
408,2021-09-02,1.2559,1.2577924
408,2021-09-03,1.2524,1.2581922
408,2021-09-07,1.2622,1.2589625
408,2021-09-08,1.2681,1.2589629
409,2021-09-02,1.2559,1.2574307
409,2021-09-03,1.2524,1.2583278
409,2021-09-07,1.2622,1.2586837
409,2021-09-08,1.2681,1.2594165
409,2021-09-09,1.2648,1.2594659
410,2021-09-03,1.2524,1.2531836
410,2021-09-07,1.2622,1.2542351
410,2021-09-08,1.2681,1.2550758
410,2021-09-09,1.2648,1.2555479
410,2021-09-10,1.2636,1.255886
411,2021-09-07,1.2622,1.2487572
411,2021-09-08,1.2681,1.2498653
411,2021-09-09,1.2648,1.2509454
411,2021-09-10,1.2636,1.2513771
411,2021-09-13,1.2643,1.2517391
412,2021-09-08,1.2681,1.2548308
412,2021-09-09,1.2648,1.2555752
412,2021-09-10,1.2636,1.2556257
412,2021-09-13,1.2643,1.2566128
412,2021-09-14,1.2663,1.2563761
413,2021-09-09,1.2648,1.262515
413,2021-09-10,1.2636,1.2630776
413,2021-09-13,1.2643,1.2625592
413,2021-09-14,1.2663,1.2637358
413,2021-09-15,1.2653,1.2632934
414,2021-09-10,1.2636,1.2620395
414,2021-09-13,1.2643,1.2627867
414,2021-09-14,1.2663,1.2630465
414,2021-09-15,1.2653,1.2637104
414,2021-09-16,1.2679,1.2638189
415,2021-09-13,1.2643,1.2596924
415,2021-09-14,1.2663,1.2605555
415,2021-09-15,1.2653,1.2614918
415,2021-09-16,1.2679,1.2618347
415,2021-09-17,1.2738,1.2622973
416,2021-09-14,1.2663,1.2595671
416,2021-09-15,1.2653,1.2604516
416,2021-09-16,1.2679,1.2613809
416,2021-09-17,1.2738,1.2618134
416,2021-09-20,1.2818,1.2622446
417,2021-09-15,1.2653,1.2612845
417,2021-09-16,1.2679,1.262178
417,2021-09-17,1.2738,1.2628025
417,2021-09-20,1.2818,1.2634348
417,2021-09-21,1.2789,1.2637442
418,2021-09-16,1.2679,1.2609639
418,2021-09-17,1.2738,1.261907
418,2021-09-20,1.2818,1.2626506
418,2021-09-21,1.2789,1.2632325
418,2021-09-22,1.2733,1.2635894
419,2021-09-17,1.2738,1.2619612
419,2021-09-20,1.2818,1.2629199
419,2021-09-21,1.2789,1.2635435
419,2021-09-22,1.2733,1.2641693
419,2021-09-23,1.2662,1.2644918
420,2021-09-20,1.2818,1.2668266
420,2021-09-21,1.2789,1.2676932
420,2021-09-22,1.2733,1.2678492
420,2021-09-23,1.2662,1.268677
420,2021-09-24,1.2672,1.2688131
421,2021-09-21,1.2789,1.2745473
421,2021-09-22,1.2733,1.2752515
421,2021-09-23,1.2662,1.2749976
421,2021-09-24,1.2672,1.2759335
421,2021-09-27,1.2643,1.2759668
422,2021-09-22,1.2733,1.2748785
422,2021-09-23,1.2662,1.2757889
422,2021-09-24,1.2672,1.2762415
422,2021-09-27,1.2643,1.2767314
422,2021-09-28,1.2692,1.2772721
423,2021-09-23,1.2662,1.2694647
423,2021-09-24,1.2672,1.2706926
423,2021-09-27,1.2643,1.272026
423,2021-09-28,1.2692,1.2721025
423,2021-09-29,1.275,1.2731363
424,2021-09-24,1.2672,1.2623012
424,2021-09-27,1.2643,1.2637398
424,2021-09-28,1.2692,1.2655203
424,2021-09-29,1.275,1.2655267
424,2021-09-30,1.2673,1.2666622
425,2021-09-27,1.2643,1.2609191
425,2021-09-28,1.2692,1.2622039
425,2021-09-29,1.275,1.2634419
425,2021-09-30,1.2673,1.263892
425,2021-10-01,1.2657,1.2644607
426,2021-09-28,1.2692,1.2594019
426,2021-09-29,1.275,1.2606184
426,2021-09-30,1.2673,1.2615272
426,2021-10-01,1.2657,1.2621773
426,2021-10-04,1.2571,1.2624593
427,2021-09-29,1.275,1.2620678
427,2021-09-30,1.2673,1.2630826
427,2021-10-01,1.2657,1.2633747
427,2021-10-04,1.2571,1.2642739
427,2021-10-05,1.2562,1.26421
428,2021-09-30,1.2673,1.2681451
428,2021-10-01,1.2657,1.2688818
428,2021-10-04,1.2571,1.268665
428,2021-10-05,1.2562,1.2696966
428,2021-10-06,1.2612,1.2694132
429,2021-10-01,1.2657,1.2648613
429,2021-10-04,1.2571,1.2658161
429,2021-10-05,1.2562,1.2664036
429,2021-10-06,1.2612,1.2669122
429,2021-10-07,1.2546,1.2671913
430,2021-10-04,1.2571,1.2614988
430,2021-10-05,1.2562,1.2625171
430,2021-10-06,1.2612,1.2635254
430,2021-10-07,1.2546,1.2638459
430,2021-10-08,1.2477,1.2643186
431,2021-10-05,1.2562,1.2548214
431,2021-10-06,1.2612,1.2559971
431,2021-10-07,1.2546,1.2574488
431,2021-10-08,1.2477,1.2576652
431,2021-10-12,1.2439,1.2582705
432,2021-10-06,1.2612,1.251667
432,2021-10-07,1.2546,1.2528131
432,2021-10-08,1.2477,1.2539277
432,2021-10-12,1.2439,1.2544346
432,2021-10-13,1.2448,1.2547443
433,2021-10-07,1.2546,1.2551819
433,2021-10-08,1.2477,1.2560165
433,2021-10-12,1.2439,1.2563056
433,2021-10-13,1.2448,1.2572632
433,2021-10-14,1.2362,1.2570354
434,2021-10-08,1.2477,1.2520666
434,2021-10-12,1.2439,1.2530273
434,2021-10-13,1.2448,1.2536305
434,2021-10-14,1.2362,1.2543628
434,2021-10-15,1.2387,1.2543468
435,2021-10-12,1.2439,1.2452216
435,2021-10-13,1.2448,1.2463231
435,2021-10-14,1.2362,1.2475438
435,2021-10-15,1.2387,1.2479701
435,2021-10-18,1.2362,1.248226
436,2021-10-13,1.2448,1.2405245
436,2021-10-14,1.2362,1.2415124
436,2021-10-15,1.2387,1.2428241
436,2021-10-18,1.2362,1.2432959
436,2021-10-19,1.2354,1.2434438
437,2021-10-14,1.2362,1.2405319
437,2021-10-15,1.2387,1.2413218
437,2021-10-18,1.2362,1.2420768
437,2021-10-19,1.2354,1.242874
437,2021-10-20,1.2328,1.2426642
438,2021-10-15,1.2387,1.2352185
438,2021-10-18,1.2362,1.2361053
438,2021-10-19,1.2354,1.2371411
438,2021-10-20,1.2328,1.2377867
438,2021-10-21,1.2339,1.237745
439,2021-10-18,1.2362,1.2342529
439,2021-10-19,1.2354,1.2349712
439,2021-10-20,1.2328,1.2357123
439,2021-10-21,1.2339,1.2364987
439,2021-10-22,1.2385,1.2362454
440,2021-10-19,1.2354,1.2334536
440,2021-10-20,1.2328,1.2341102
440,2021-10-21,1.2339,1.2347093
440,2021-10-22,1.2385,1.235535
440,2021-10-25,1.2373,1.2352283
441,2021-10-20,1.2328,1.2325445
441,2021-10-21,1.2339,1.2331849
